paper_id,doi,title,year,journal,authors,abstract_keywords
1861,10.1016/j.micromeso.2011.05.028,Hydrothermal syntheses of ETS-10 like vanadosilicates using chiral organic molecules. Part I,2012,,,"['dta )/ thermogravimetric analysis', 'differential thermogravimetric analysis', 'sol gel chemistry']"
1862,10.1016/j.micromeso.2011.06.005,Synthesis and structure of AlPO4-9: An unacquainted member in the family of microporous aluminophosphates,2012,,,"['ray diffraction data shows', 'monoclinic space group c2', 'synthesized using piperazine']"
1863,10.1016/j.micromeso.2011.06.019,Characterization and hydroisomerization performance of SAPO-11 molecular sieves synthesized by dry gel conversion,2012,,,"['29si mas nmr methods', 'vpt exhibit higher crystallinity', 'vpt methods contribute either']"
1864,10.1016/j.micromeso.2011.06.022,"Controllable and SDA-free synthesis of sub-micrometer sized zeolite ZSM-5. Part 2: Influence of sodium ions and ageing of the reaction mixture on the chemical composition, crystallinity and particulate properties of the products",2012,,,"['molecular weight silicate species', 'condensation process takes place', 'crystalline end products obtained']"
1865,10.1016/j.micromeso.2011.06.028,On stability and performance of highly c-oriented columnar AlPO4-5 and CoAPO-5 membranes,2012,,,"['plane crystalline intergrowth revealed', 'original oriented columnar crystals', 'columnar crystalline structure']"
1866,10.1016/j.micromeso.2011.06.030,Strontium(II) chabazite-type silicoaluminophosphate prepared via microwave synthesis and partial detemplation: A superior CO2 adsorbent,2012,,,"['loadings per unit cell', 'small size cubic crystals', 'mas nmr spectra showed']"
1867,10.1016/j.micromeso.2011.08.003,Synthesis of large single crystals of SAPO-47 in the presence of diethylamine using two-step temperature process,2012,,,"['ray diffraction measurement shows', 'unit cell volume', 'space group r3']"
1868,10.1016/j.micromeso.2011.09.020,Influence of the template on the properties of SAPO-31 and performance of Pd-loaded catalysts for n-paraffin isomerization,2012,,,
1869,10.1016/j.micromeso.2011.09.021,"Simple, efficient syntheses of zeolite ZSM-11 (MEL) at temperatures below 100°C using very dense gels",2012,,,"['structure directing power', 'minimal water contents', 'low temperature reactions']"
1870,10.1016/j.micromeso.2011.09.029,Spectroscopic and catalytic characterization of extra large pore zeotype H-ITQ-33,2012,,,"['unusually harsh calcination procedure', 'slow reaction step relative', 'observed product shape selectivity']"
1871,10.1016/j.micromeso.2011.10.009,Ionothermal synthesis of mesoporous SAPO-5 molecular sieves by microwave heating and using eutectic solvent as structure-directing agent,2012,,,
1872,10.1016/j.micromeso.2011.11.030,Enabling the use of the large-pore three-dimensional microporous zinc aluminophosphate STA-1 for catalysis,2012,,,"['xylene isomerization test reaction', 'sao structure upon calcination', 'reported experimental procedure avoids']"
1873,10.1016/j.micromeso.2011.11.034,Molecular engineering of microporous crystals: (IV) Crystallization process of microporous aluminophosphate AlPO4-11,2012,,,"['experimentally observed chemical shifts', 'six crystallographically distinct al', 'different crystallization periods suggested']"
1874,10.1016/j.micromeso.2011.11.036,Synthesis and characterization of tin(IV) MFI: Sodium inhibits the synthesis of phase pure materials,2012,,,"['high ph values', 'current work lays', 'sodium overlayer formed']"
1875,10.1016/j.micromeso.2011.11.037,The synthesis of SAPO-34 with mixed template and its catalytic performance for methanol to olefins reaction,2012,,,"['lower carbon deposition rate', '4 ), longer lifetime', 'tetraethyl ammonium hydroxide']"
1876,10.1016/j.micromeso.2011.12.024,Preparation of RTH-type zeolites with the amount and/or kind of organic structure-directing agents (OSDA): Are OSDAs indispensable for the crystallization?,2012,,,"['type zeolites without using', 'using diverse amines', 'organic amines varied']"
1877,10.1016/j.micromeso.2011.12.051,Organotemplate-free and seed-directed synthesis of levyne zeolite,2012,,,"['free route using rub', 'free synthesis approach', 'techniques including xrd']"
1878,10.1016/j.micromeso.2012.01.032,Molecular engineering of microporous crystals: (V) Investigation of the structure-directing ability of piperazine in forming two layered aluminophosphates,2012,,,"['designing several control experiments', 'investigated using multiple techniques', 'small building fragments formed']"
1879,10.1016/j.micromeso.2012.02.003,Silicoaluminophosphates as CO2 sorbents,2012,,,"['temperature induced shrinkage effect', 'synthesised via hydrothermal means', 'possess many desirable properties']"
1880,10.1016/j.micromeso.2012.02.013,Template burning effects on stability and boron coordination in boron levyne studied by in situ time resolved synchrotron powder diffraction,2013,,,"['real time providing information', 'structural deformation mechanism observed', 'final thermal stability limit']"
1881,10.1016/j.micromeso.2012.02.032,"Delaminated vanadoaluminosilicate with [V,Al]-ITQ-18 structure",2012,,,"['double rings region indicates', 'framework tetrahedral v5 +.', 'acid addition contains v5']"
1882,10.1016/j.micromeso.2012.03.030,Acid stability evaluation of CHA-type zeolites synthesized by interzeolite conversion of FAU-type zeolite and their membrane application for dehydration of acetic acid aqueous solution,2012,,,"['13 zeolite synthesized using', 'high acetic acid stability', 'type zeolite using']"
1883,10.1016/j.micromeso.2012.04.022,The first study on the synthesis of uniform SUZ-4 zeolite nanofiber,2012,,,"['12 x 1500 nm', 'seed slurry containing plenty', 'primarily containing stable suz']"
1884,10.1016/j.micromeso.2012.04.056,Changing active sites in Cu–CHA catalysts: deNOx selectivity as a function of the preparation method,2013,,,"['wet chemical approaches', 'selective catalytic reduction', 'catalytic experiments revealed']"
1885,10.1016/j.micromeso.2012.05.031,Modification of a cobalt–aluminophosphate (Co/Al∼1) with a multidimensional pore system via coupled partial detemplation and solid state ion exchange with alkali metals for the adsorption of light gases,2012,,,"['rich sbe type aluminophosphate', 'high temperature conditions due', 'high partial pressure ranges']"
1886,10.1016/j.micromeso.2012.06.006,Hydrothermal and microwave synthesis of SAPO (CHA) zeolites on aluminium foams for heat pumping applications,2013,,,
1887,10.1016/j.micromeso.2012.06.032,A facile method for the fabrication of IM-5 hollow zeolite sphere in emulsion system,2012,,,"['ctab improved emulsion system', '5 hollow zeolite spheres', 'study may provide']"
1888,10.1016/j.micromeso.2012.06.035,Direct synthesis of a titanosilicate molecular sieve containing large and medium pores in its structure,2012,,,"['characterization clearly indicates', 'titanosilicate form', 'tetrahedral coordination']"
1889,10.1016/j.micromeso.2012.06.036,Synthesis and characterization of chiral zeolite ITQ-37 by using achiral organic structure-directing agent,2012,,,"['new achiral organic structure', '1 cations remain intact', 'chiral zeolite germanosilicate itq']"
1890,10.1016/j.micromeso.2012.07.004,"Synthesis, characterization and template removal of an iron-containing aluminophosphate molecular sieve with LAU topology",2013,,,
1891,10.1016/j.micromeso.2012.07.014,OSDA-free synthesis of MTW-type zeolite from sodium aluminosilicate gels with zeolite beta seeds,2012,,,"['27al mas nmr showed', 'adsorption – desorption isotherm', 'provide specific aluminosilicate precursors']"
1892,10.1016/j.micromeso.2012.07.017,Catalytic activity of germanosilicate UTL zeolite in bifunctional hydroisomerisation of n-decane,2013,,,"['results show classical methods', 'possess low hydrolytic stability', 'factors influencing stability']"
1893,10.1016/j.micromeso.2012.07.051,Effect of the acid–base properties of metal phosphate molecular sieves on the catalytic performances in synthesis of propylene glycol methyl ether from methanol and propylene oxide,2013,,,"['metal phosphate molecular sieves', 'tuted nickel phosphate fe', 'silicoaluminophosphate molecular sieves sapo']"
1894,10.1016/j.micromeso.2012.08.020,Synthesis of aluminophosphate by the ionothermal method using factorial design,2013,,,"['generate ion exchange sites', 'ion exchange properties', 'ion exchange experiments']"
1895,10.1016/j.micromeso.2012.09.004,"A new zeotype borogermanate β-K2B2Ge3O10: Synthesis, structure, property and conformational polymorphism",2013,,,"['ring helical channels possesses', 'new zeotype borogermanate b', 'space group c2']"
1896,10.1016/j.micromeso.2012.10.004,,2013,,,
1897,10.1016/j.micromeso.2012.11.011,Nanosized ZSM-5 zeolites: Seed-induced synthesis and the relation between the physicochemical properties and the catalytic performance in the alkylation of naphthalene,2013,,,"['weight hourly space velocity', 'large external surface area', 'large micropore volume']"
1898,10.1016/j.micromeso.2012.11.015,Simultaneous isomorphous incorporation of boron and germanium in MFI zeolites,2013,,,"['mfi zeolites containing boron', 'unit cell volume', 'preparing materials using']"
1899,10.1016/j.micromeso.2012.11.038,Effect of HF concentration on the composition and distribution of Ge species in the framework of ITQ-13 and ITQ-17 zeolites,2013,,,"['gels containing various amounts', 'zeolites possess similar compositions', 'ge atomic ratios close']"
1900,10.1016/j.micromeso.2013.01.004,Synthesis and crystal structure analysis of a novel strontosilicate AES-19 having two dimensional eight-membered ring micropores,2013,,,"['crystal structure analysis demonstrated', 'coordinated strontium atoms connected', 'containing silicate material aes']"
1901,10.1016/j.micromeso.2013.01.025,"Anisotropic fluorescence materials: Effect of the synthesis conditions over the incorporation, alignment and aggregation of Pyronine Y within MgAPO-5",2013,,,"['newly synthesised composite materials', 'highly fluorescent anisotropic material', 'different hydrothermal synthesis conditions']"
1902,10.1016/j.micromeso.2013.01.034,Synthesis and characterization of K-phillipsite (K-PHI) membrane for potassium extraction from seawater,2013,,,"['energy dispersion spectroscopy', 'average separation factor', 'potential inorganic membrane']"
1903,10.1016/j.micromeso.2013.02.009,"Adsorption of volatile organic compounds in pure silica CHA, ∗BEA, MFI and STT-type zeolites",2013,,,"['car exhaust gas decontamination', 'window size widens slightly', 'four pure silica zeolites']"
1904,10.1016/j.micromeso.2013.02.017,Syntheses and characterizations of aluminophosphate molecular sieves AFI guided by missing value estimation on database of aluminophosphate syntheses,2013,,,"['bp impute method', 'aminoethyl )- piperazine', 'aluminophosphate molecular sieves']"
1905,10.1016/j.micromeso.2013.03.003,Green synthesis of SUZ-4 zeolite controllable in morphology and SiO2/Al2O3 ratio,2013,,,"['possible green process', 'mother liquid produced', 'synthesis recycling 100']"
1906,10.1016/j.micromeso.2013.03.006,Synthesis of FAU and EMT-type zeolites using structure-directing agents specifically designed by molecular modelling,2013,,,"['calculate short range forces', 'high throughput experiment design', 'design templates matching closely']"
1907,10.1016/j.micromeso.2013.03.023,UTL zeolite and the way beyond,2013,,,"['iza code pcr ).', ""completely new (' top"", 'd4r units enriched']"
1908,10.1016/j.micromeso.2013.03.026,A study of the formation of microporous material SAPO-37,2013,,,"['several techniques including pxrd', 'different structural building units', 'weak nonbonding interactions']"
1909,10.1016/j.micromeso.2013.03.053,Hydrothermal conversion of magadiite into mordenite in the presence of cyclohexylamine,2013,,,
1910,10.1016/j.micromeso.2013.05.001,n-Hexadecane hydroisomerization over BTMACl/TEABr/MTEABr templated ZSM-12,2013,,,"['btmacl ), tetraethylammonium bromide', 'elongated cubic shaped morphology', 'hydroisomerization reaction using n']"
1911,10.1016/j.micromeso.2013.06.013,First synthesis of SAPO molecular sieve with LTL-type structure by hydrothermal conversion of SAPO-37 with FAU-type structure,2013,,,"['sapo formation process via', 'prolonged reaction time', 'depend significantly upon']"
1912,10.1016/j.micromeso.2013.06.034,Alkylation of naphthalene with methanol over SAPO-11 molecular sieve synthesized by different crystallization methods,2013,,,"['different preparation methods result', 'samples demonstrated good activity', 'naphthalene methylation reaction revealed']"
1913,10.1016/j.micromeso.2013.06.038,A diffusion study of small hydrocarbons in DDR zeolites by micro-imaging,2013,,,"['microscopic pfg nmr self', 'increasing critical molecular diameter', 'three different ddr specimens']"
1914,10.1016/j.micromeso.2013.08.003,Advances in the synthesis of titanosilicates: From the medium pore TS-1 zeolite to highly-accessible ordered materials,2014,,,"['large pore molecular sieves', 'offers diffusion limitations', 'mesoporous ordered materials']"
1915,10.1016/j.micromeso.2013.08.004,PFG NMR diffusion measurements of CH4 and CO2 through large ZSM-58-crystals,2013,,,"['basic characterisation involving x', 'intracrystalline molecular diffusion occurs', 'smaller carbon dioxide exceed']"
1916,10.1016/j.micromeso.2013.08.016,Formation of and silicon incorporation in SAPO-5 synthesized via dry-gel conversion,2013,,,"['tetrahedrally coordinated atoms bridged', 'represents silica islands within', 'organic structure directing agent']"
1917,10.1016/j.micromeso.2013.09.022,New ABC-6 net molecular sieves ZnAPO-57 and ZnAPO-59: Framework charge density-induced transition from two- to three-dimensional porosity,2014,,,"['higher framework charge densities', 'ring pore systems perpendicular', '6 net framework topologies']"
1918,10.1016/j.micromeso.2013.09.023,"Nanofibrous SUZ-4 loading Pt used for selective catalytic reduction of NO
                  x
                by hydrogen",2014,,,"['1 wt .% pt', 'selective catalytic reduction', 'nitrous species adsorbed']"
1919,10.1016/j.micromeso.2013.09.027,On the synthesis and characterization of all-silica CHA zeolite particles,2014,,,"['thermogravimetric analysis effectively recognized', 'dispersed anisometric zeolite particles', 'cha particles presumably due']"
1920,10.1016/j.micromeso.2013.10.030,Experimental and computational studies on the adsorption of CO2 and N2 on pure silica zeolites,2014,,,"['grand canonical monte carlo', 'purely siliceous models', 'limit zero coverage']"
1921,10.1016/j.micromeso.2013.11.010,Synthesis of ZSM-2 nanocrystals at ambient temperature,2014,,,"['crystal size around 50nm', 'micropore area increased rapidly', 'micropore size distributions']"
1922,10.1016/j.micromeso.2013.11.026,"Seed-directed, rapid synthesis of MAZ-type zeolites without using organic structure-directing agent",2014,,,"['k )- aluminosilicate system', 'composite building unit hypothesis', 'obtained product showed textural']"
1923,10.1016/j.micromeso.2013.11.043,"Organotemplate-free, seed-directed, and rapid synthesis of Al-rich zeolite MTT with improved catalytic performance in isomerization of m-xylene",2014,,,"['physicochemical characterizations including xrd', '170 degc ), compared', '170 degc ).']"
1924,10.1016/j.micromeso.2013.12.013,Experimental energetics of large and extra-large pore zeolites: Pure silica beta polymorph C (BEC) and Ge-containing ITQ-33,2014,,,"['energetic trends seen previously', 'two sdas produce phases', 'large pore germanosilicate itq']"
1925,10.1016/j.micromeso.2013.12.028,Hierarchical porous zeolite ZSM-58 derived by desilication and desilication re-assembly,2014,,,"['broad pore size distribution', 'total specific surface area', 'intermediate naoh concentrations independent']"
1926,10.1016/j.micromeso.2014.01.014,"MZ-35, a new layered pentasil borosilicate synthesized in the presence of large alkali cations",2014,,,"['unusually small unit cell', 'features space group p', 'connected pentasil units related']"
1927,10.1016/j.micromeso.2014.02.010,New insights into the degermanation process of ITQ-17 zeolites,2014,,,"['longer treatments ...) increase', 'structure gradually collapses due', 'almost totally degermanated layer']"
1928,10.1016/j.micromeso.2014.02.034,Synthesis of SFH-type aluminosilicate zeolite with 14-membered ring and its applications as solid acidic catalyst,2014,,,"['type borosilicate zeolite', 'higher catalytic performance', 'type aluminosilicate zeolites']"
1929,10.1016/j.micromeso.2014.02.036,Pressure-induced water intrusion in FER-type zeolites and the influence of extraframework species on structural deformations,2014,,,
1930,10.1016/j.micromeso.2014.02.044,Catalytic decomposition of N2O over Cu-ZSM-11 catalysts,2014,,,"['27al mas nmr', 'al ratio increases', 'al ratio demonstrates']"
1931,10.1016/j.micromeso.2014.03.009,Ionothermal synthesis of phase pure AlPO4-5 using a series of tri-substituted imidazolium bromides,2014,,,
1932,10.1016/j.micromeso.2014.03.012,Long-term steam stability of MWW structure zeolites (MCM-22 and ITQ-1),2014,,,"['structural defects adversely affected', 'day intervals using xrd', 'two different temperatures']"
1933,10.1016/j.micromeso.2014.03.016,,2014,,,
1934,10.1016/j.micromeso.2014.03.028,Synthesis of SAPO-34 with alkanolamines as novel templates and their application for CO2 separation,2014,,,
1935,10.1016/j.micromeso.2014.03.030,Preparation of high silica chabazite with controllable particle size,2014,,,"['controlling particle size distributions', 'size controlling synthesis step', 'crystal growth mechanism based']"
1936,10.1016/j.micromeso.2014.03.033,Synthesis of ZSM-12 (MTW) with different Al-source: Towards understanding the effects of crystallization parameters,2014,,,"['tetra ethyl ammonium bromide', 'structure directing agent', 'different agglomeration shapes']"
1937,10.1016/j.micromeso.2014.04.002,"CHA-type zeolites with high boron content: Synthesis, structure and selective adsorption properties",2014,,,"['11b mas nmr shows', 'cha cavity becomes narrower', 'tetrahedral bo4 units']"
1938,10.1016/j.micromeso.2014.04.010,Synthesis of AlPO-5 with diol-substituted imidazolium-based organic template,2014,,,
1939,10.1016/j.micromeso.2014.04.035,"Synthesis and characterization of zeolites MTT and MFI, with controlled morphologies using mixed structure directing agents",2014,,,
1940,10.1016/j.micromeso.2014.05.001,Seed-assisted synthesis of high silica ZSM-35 through interface-induced growth over MCM-49 seeds,2014,,,"['highest values ever reported', 'common composite building units', 'shows excellent stability']"
1941,10.1016/j.micromeso.2014.05.019,Synthesis of low-silica CHA zeolite chabazite in fluoride media without organic structural directing agents and zeolites,2014,,,"['organic structural directing agents', 'higher bet surface area', 'gel synthesis increased']"
1942,10.1016/j.micromeso.2014.05.028,Hydrothermal conversion of FAU and ∗BEA-type zeolites into MAZ-type zeolites in the presence of non-calcined seed crystals,2014,,,"['composite building units composed', 'type zeolite strongly depended', 'type zeolite could']"
1943,10.1016/j.micromeso.2014.05.042,Synthesis and characterization of large single crystal of ZAPSO-43,2014,,,"['ray diffraction measurement show', 'organic template dipropyl', 'around 250 lm']"
1944,10.1016/j.micromeso.2014.05.043,Direct crystallization of CHA-type zeolite from amorphous aluminosilicate gel by seed-assisted method in the absence of organic-structure-directing agents,2014,,,"['type aluminosilicate zeolites', 'synthetic chabazite crystallized', 'amorphous aluminosilicate gel']"
1945,10.1016/j.micromeso.2014.05.046,Preparation of T-type zeolite membranes using a dip-coating seeding suspension containing colloidal SiO2,2014,,,"['90 wt .% ethanol', 'average water permeation flux', 'water permeation flux']"
1946,10.1016/j.micromeso.2014.06.021,An novel approach to synthesize layered material PLS-4,2014,,,"['developed using amorphous silica', 'three new morphologies', 'novel synthetic route']"
1947,10.1016/j.micromeso.2014.06.028,Rapid synthesis of SAPO-34 nanocatalyst by dry gel conversion method templated with morphline: Investigating the effects of experimental parameters,2014,,,"['slow crystal growth', 'gel drying temperature', 'particle sizes lower']"
1948,10.1016/j.micromeso.2014.07.029,Ionothermal syntheses and characterizations of cobalt-substituted extra-large pore aluminophosphate molecular sieves with -CLO topology,2014,,,
1949,10.1016/j.micromeso.2014.07.033,One-step approach for synthesis of nanosized Cu-doped zeolite A crystals using the Cu–EDTA-complex,2014,,,"['distorted octahedral crystal field', 'average size 200 nm', 'morphology show spheroidal zeolite']"
1950,10.1016/j.micromeso.2014.08.051,The synthesis of aluminophosphate and germanosilicate LTA using a triquaternary structure directing agent,2014,,,"['triquaternary osda prepared', 'germanosilicate reaction chemistries', 'relatively unexplored']"
1951,10.1016/j.micromeso.2014.09.018,Hydrothermal synthesis of hierarchical zeolite T aggregates using tetramethylammonium hydroxide as single template,2015,,,"['highest bet surface area', 'synthesized samples typically display', 'preparation parameters including']"
1952,10.1016/j.micromeso.2014.09.032,Synthesis variables and behavior of VPI-5: A review,2015,,,
1953,10.1016/j.micromeso.2014.09.058,As-synthesized TEA-BEA zeolite: Effect of Si/Al ratio on the Knoevenagel condensation,2015,,,"['reactions involving basic sites', '-][ tea +] species', 'characterized towards zeolitic properties']"
1954,10.1016/j.micromeso.2014.10.008,"Synthesis, characterization and structure solution of ULS-1 |ETMA8(H2O)20|[Si24O48(OH)8], a layered silicate composed of half-sodalite cages",2015,,,"['solutions containing ethyltrimethylammonium hydroxide', 'c unit cell constant', 'uop layered silicate']"
1955,10.1016/j.micromeso.2014.10.011,"Hierarchical Fe-, Cu- and Co-Beta zeolites obtained by mesotemplate-free method. Part I: Synthesis and catalytic activity in N2O decomposition",2015,,,"['waste gases emitted', 'parent zeolite gel', 'nitric acid plants']"
1956,10.1016/j.micromeso.2014.10.028,Sub-zeolite of FER topology derived from an interlayer modification of PLS-3 lamellar precursor,2015,,,"['promising solid acid catalyst', 'ordered stacking manner along', 'possessed disordered stacking']"
1957,10.1016/j.micromeso.2014.10.049,Imidazolium-based ionic liquids as novel organic SDA to synthesize high-silica Y zeolite,2015,,,"['highly crystalline pure phase', '27al nmr characterizations showed', '13c nmr results suggested']"
1958,10.1016/j.micromeso.2014.11.017,EMT-type zeolite nanocrystals synthesized from rice husk,2015,,,"['accomplished within 28 h', 'precursor suspension free', 'high crystalline yield']"
1959,10.1016/j.micromeso.2014.12.012,Verified synthesis of pure silica CHA-type zeolite in fluoride media,2015,,,"['membered ring channels', 'increasingly popular zeolites', 'adamant ammonium fluoride']"
1960,10.1016/j.micromeso.2014.12.016,Changes of medium-range structure in the course of crystallization of mordenite from diatomite,2015,,,"['membered rings formed initially', 'various rings lager', 'scanning electron micrograph']"
1961,10.1016/j.micromeso.2014.12.023,Transformation of analcime into IMF structure during the synthesis of IMF zeolite,2015,,,"['show behavior similar', '15 – 20', 'pure imf phase']"
1962,10.1016/j.micromeso.2015.01.003,Alkylation of phenol with tert-butyl alcohol over dealuminated HMCM-68 zeolites,2015,,,"['best catalytic performance due', 'enlarged surface area', '27al mas nmr']"
1963,10.1016/j.micromeso.2015.01.033,One shot synthesis of EMT-type zeolite nanocrystals aggregates for potential industrial applications,2015,,,"['type structure zeolite', 'simple approach paves', 'present study demonstrates']"
1964,10.1016/j.micromeso.2015.01.034,"ZSM-5 and ferrierite synthesized by magadiite conversion method in 1, 6-hexamethylenediamine system",2015,,,"['binary crystallization phase diagram', 'regular phase transformations', 'various reactant ratios']"
1965,10.1016/j.micromeso.2015.01.048,Molecular engineering of microporous crystals: (VIII) The solvent-dependence of the structure-directing effect of ethylenediamine in the synthesis of open-framework aluminophosphates,2015,,,"['investigated using powder x', 'heating two mixtures', 'framework aluminophosphate alpo4']"
1966,10.1016/j.micromeso.2015.02.028,Ionothermal syntheses of transition-metal-substituted aluminophosphate molecular sieves in the presence of tetraalkylammonium hydroxides,2015,,,"['detailed synthetic investigation shows', 'adding four tetraalkylammonium hydroxides', 'metal sources greatly influence']"
1967,10.1016/j.micromeso.2015.03.015,Titanium impregnated borosilicate zeolites for epoxidation catalysis,2015,,,"['5 provided lower yields', 'titanium containing molecular sieves', 'framework positions previously occupied']"
1968,10.1016/j.micromeso.2015.03.023,Seed-directed synthesis of EMT-type zeolite from an organic-template-free system,2015,,,"['showed better directing effect', '2 synthesized using 18', 'oh -/ sio2 ratio']"
1969,10.1016/j.micromeso.2015.03.031,Microwave synthesis of AFI-type aluminophosphate molecular sieve under solvent-free conditions,2015,,,"['xrd ), n2 physisorption', 'tetraethylammonium bromide ): 125c', 'key influential factors controlling']"
1970,10.1016/j.micromeso.2015.04.014,TiO2-TON zeolite synthesis using an ionic liquid asastructure-directing agent,2015,,,"['ray diffraction data indicated', 'possessing rice grain morphology', 'electron probe microanalysis indicated']"
1971,10.1016/j.micromeso.2015.04.017,A new zeolite formed from interlayer expansion of the precursor COK-5,2015,,,"['resolution transmission electron micrograph', 'oes ), infrared spectroscopy', 'ir spectroscopy confirm']"
1972,10.1016/j.micromeso.2015.04.041,Directing gel: An effective method tailoring morphology of MWW zeolites and their catalytic performance in liquid-phase alkylation of benzene with ethylene,2015,,,"['typical diffraction peaks corresponding', 'active centers jointly induced', 'irregular mww sheets packed']"
1973,10.1016/j.micromeso.2015.05.038,Understanding the structure directing action of copper–polyamine complexes in the direct synthesis of Cu-SAPO-34 and Cu-SAPO-18 catalysts for the selective catalytic reduction of NO with NH3,2015,,,"['smaller square planar complexes', 'situ synchrotron ir spectroscopy', 'polyamine complexes direct crystallisation']"
1974,10.1016/j.micromeso.2015.05.042,Organic structure-directing agent-free synthesis of NES-type zeolites using EU-1 seed crystals,2015,,,
1975,10.1016/j.micromeso.2015.06.036,Single-walled carbon nanotubes prepared in small AlPO4-5 and CoAPO-5 molecular sieves by low-temperature hydrocracking,2016,,,"['resolution transmission electron microscopy', 'polarized raman scattering indicated', 'lowest amorphous carbon density']"
1976,10.1016/j.micromeso.2015.07.002,Considerations on the symmetry of pure silica ITQ-7 zeolite (ISV) derived from 29Si MAS NMR and Rietveld analysis,2016,,,"['topology isv synthesized', 'space group leads', 'rings pore system']"
1977,10.1016/j.micromeso.2015.07.022,Direct synthesis of hierarchical ferrierite nanosheet assemblies via an organosilane template approach and determination of their catalytic activity,2016,,,"['fer nanosheet assemblies corresponds', 'zeolites besides mfi', 'structure directing agent']"
1978,10.1016/j.micromeso.2015.08.012,Unexpected crystal growth modifier effect of glucosamine as additive in the synthesis of SAPO-35,2016,,,"['crystal growth modifier effect', 'average crystal size varied', 'short reaction times']"
1979,10.1016/j.micromeso.2015.09.002,FTIR study of CO and N2 adsorption on [Ge]FAU zeolites in their Na- and H-forms,2016,,,"['new approach comprising utilization', 'one oxygen ), na', 'na +- n2 adducts']"
1980,10.1016/j.micromeso.2015.10.011,An adsorption study on STA-16(Co),2016,,,"['high pressure separation processes', 'low pressure co2 pseudo', 'ten cycle experiments resulted']"
1981,10.1016/j.micromeso.2015.10.038,Synthesis of phosphorus-modified small-pore zeolites utilizing tetraalkyl phosphonium cations as both structure-directing and phosphorous modification agents,2016,,,
1982,10.1016/j.micromeso.2015.11.007,Mordenite zeolite with ultrahigh SiO2/Al2O3 ratio directly synthesized from ionic liquid-assisted dry-gel-conversion,2016,,,"['methylimidazolium bromide ([ bmim', 'achieved without using seed', 'thermal stability tests demonstrated']"
1983,10.1016/j.micromeso.2015.11.008,Tetraalkylammonium salt/alcohol mixtures as deep eutectic solvents for syntheses of high-silica zeolites,2016,,,
1984,10.1016/j.micromeso.2015.11.014,Highly permeable N2/CH4 separation SAPO-34 membranes synthesized by diluted gels and increased crystallization temperature,2016,,,"['effectively separated gas mixtures', '34 membranes towards n2', 'increased crystallization temperature']"
1985,10.1016/j.micromeso.2015.11.016,"Effect of acid leaching and catalytic properties of zeolite [Al,B]-MWW utilized as ethene methylation catalyst",2016,,,"['b ]- mww zeolite', '27al mas nmr techniques', 'extraframework al species retained']"
1986,10.1016/j.micromeso.2015.11.037,Effect of the Al content in the precursor on the crystallization of OSDA-free Beta zeolite,2016,,,"['successfully synthesized without using', 'monitoring time course changes', 'aluminum content substantially improved']"
1987,10.1016/j.micromeso.2015.12.025,Co-templated synthesis of polymorph A-enriched zeolite beta,2016,,,"['drying treated mixture gave', 'normal zeolite beta', 'enriched zeolite beta']"
1988,10.1016/j.micromeso.2015.12.052,PKU-20: A new silicogermanate constructed from sti and asv layers,2016,,,"['monoclinic space group c2', 'synchrotron single crystal x', 'ring pockets along']"
1989,10.1016/j.micromeso.2015.12.060,Investigation of shape selective properties of SSZ-87 and other zeolites via hydrocarbon adsorption and catalytic test reactions,2016,,,"['interconnected via single 10', 'via hydrocarbon adsorption', 'unusual single 10']"
1990,10.1016/j.micromeso.2016.01.004,Synthesis of silicalite-1 using fluoride media under microwave irradiation,2016,,,"['sodium hydroxide concentration led', 'robust hydrophobic zeolites', 'involve large content']"
1991,10.1016/j.micromeso.2016.01.009,Rapid synthesis and characterization of DD3R zeolite with (NH4)2SiF6 as silica source,2016,,,"['12 h without seeding', 'big dd3r crystals obtained', 'big dd3r crystals']"
1992,10.1016/j.micromeso.2016.02.005,Facile control of nanosized ZSM-22 crystals using dynamic crystallization technique,2016,,,"['examined using xrd patterns', 'suitable rotational speed resulted', 'different crystal sizes']"
1993,10.1016/j.micromeso.2016.02.009,One-pot hydrothermal synthesis of nanostructured ZrAPSO-34 powder: Effect of Zr-loading on physicochemical properties and catalytic performance in conversion of methanol to ethylene and propylene,2016,,,"['sample synthesized without metal', 'intact cha structure produced', 'relative crystallinity strongly reduced']"
1994,10.1016/j.micromeso.2016.02.041,Investigation of crucial synthesis parameters of rich Al-MTT framework zeolite: Toward more determination for synthesis zone of SSZ-32,2016,,,"['reported without seeds', 'produce small crystals', 'mtt framework ).']"
1995,10.1016/j.micromeso.2016.03.026,Ionothermal synthesis of LTA-type aluminophosphate molecular sieve membranes with gas separation performance,2016,,,"['recycled mother liquids exhibit', 'using recycled mother liquids', 'thoroughly investigated using x']"
1996,10.1016/j.micromeso.2016.03.033,Static in-situ hydrothermal synthesis of small pore zeolite SSZ-16 (AFX) using heated and pre-aged synthesis mixtures,2016,,,"['two cycle calcination procedure', 'fully crystalline zeolite ssz', 'zeolite subsurface region']"
1997,10.1016/j.micromeso.2016.05.014,One-step oxidehydration of glycerol to acrylic acid using ETS-10-like vanadosilicates,2016,,,"['synthesized hydrothermally using derivatives', 'raman scattering analyses suggested', 'organic structure directing agents']"
